DEPTH,GR,NPHI,RHOB,RT,vcl,phie,phit
5385.0,48.84,0.32,2.11,8.58,0.28,0.33,0.32
5385.5,48.63,0.32,2.12,9.16,0.28,0.32,0.32
5386.0,48.96,0.32,2.13,9.79,0.29,0.31,0.32
5386.5,48.65,0.32,2.13,10.3,0.28,0.31,0.32
5387.0,47.66,0.31,2.13,10.44,0.27,0.32,0.31
5387.5,46.4,0.3,2.14,10.44,0.25,0.31,0.31
5388.0,45.07,0.3,2.15,10.82,0.24,0.3,0.3
5388.5,43.51,0.29,2.16,11.33,0.21,0.29,0.29
5389.0,40.13,0.29,2.18,12.03,0.17,0.28,0.29
5389.5,37.84,0.28,2.18,12.42,0.14,0.29,0.28
5390.0,36.55,0.28,2.17,12.69,0.13,0.3,0.29
5390.5,36.45,0.28,2.17,12.92,0.14,0.3,0.29
5391.0,35.82,0.28,2.16,13.26,0.13,0.3,0.29
5391.5,34.45,0.29,2.15,13.77,0.11,0.31,0.3
5392.0,33.14,0.29,2.14,14.27,0.09,0.32,0.3
5392.5,32.3,0.28,2.13,14.55,0.08,0.33,0.3
5393.0,31.79,0.28,2.13,14.58,0.08,0.33,0.3
5393.5,31.58,0.28,2.13,14.71,0.08,0.33,0.3
5394.0,31.54,0.29,2.14,15.08,0.08,0.32,0.3
5394.5,31.31,0.29,2.15,15.67,0.07,0.31,0.3
5395.0,30.87,0.29,2.15,16.31,0.07,0.31,0.3
5395.5,30.29,0.28,2.15,17.0,0.06,0.31,0.3
5396.0,29.48,0.28,2.15,17.62,0.05,0.31,0.3
5396.5,28.5,0.28,2.15,18.04,0.04,0.31,0.3
5397.0,27.77,0.28,2.14,17.77,0.03,0.32,0.3
5397.5,27.71,0.28,2.14,17.03,0.03,0.32,0.3
5398.0,27.84,0.28,2.13,15.85,0.03,0.33,0.3
5398.5,27.87,0.28,2.12,14.73,0.03,0.34,0.31
5399.0,28.22,0.28,2.1,13.85,0.04,0.36,0.32
5399.5,28.61,0.28,2.07,12.87,0.04,0.38,0.33
5400.0,28.76,0.28,2.05,11.94,0.04,0.4,0.34
5400.5,28.67,0.28,2.01,11.29,0.04,0.44,0.36
5401.0,28.82,0.29,1.99,10.85,0.04,0.44,0.36
5401.5,29.27,0.29,1.99,11.05,0.05,0.44,0.36
5402.0,29.71,0.29,2.05,11.95,0.05,0.38,0.34
5402.5,30.17,0.29,2.09,13.48,0.06,0.34,0.32
5403.0,31.22,0.3,2.13,14.9,0.08,0.31,0.31
5403.5,33.53,0.31,2.13,16.03,0.1,0.32,0.31
5404.0,35.45,0.32,2.15,16.39,0.13,0.29,0.3
5404.5,36.88,0.33,2.16,16.44,0.14,0.28,0.31
5405.0,37.6,0.33,2.14,16.79,0.15,0.3,0.32
5405.5,37.04,0.33,2.13,17.21,0.14,0.31,0.32
5406.0,36.02,0.32,2.13,17.97,0.13,0.31,0.32
5406.5,35.55,0.32,2.12,18.12,0.12,0.33,0.32
5407.0,35.47,0.32,2.11,16.89,0.12,0.33,0.32
5407.5,35.45,0.31,2.11,14.27,0.12,0.33,0.32
5408.0,34.79,0.3,2.11,12.84,0.11,0.34,0.32
5408.5,33.53,0.29,2.11,12.03,0.1,0.34,0.32
5409.0,32.98,0.29,2.11,11.95,0.09,0.34,0.32
5409.5,32.29,0.28,2.12,12.5,0.09,0.34,0.31
5410.0,31.11,0.29,2.11,13.03,0.07,0.34,0.32
5410.5,29.48,0.29,2.12,13.12,0.05,0.33,0.31
5411.0,27.98,0.29,2.12,13.21,0.03,0.33,0.31
5411.5,26.73,0.29,2.13,13.95,0.02,0.32,0.31
5412.0,26.32,0.29,2.12,15.34,0.01,0.33,0.31
5412.5,26.63,0.29,2.12,16.76,0.02,0.33,0.31
5413.0,27.33,0.29,2.11,18.23,0.03,0.34,0.32
5413.5,28.02,0.29,2.13,18.06,0.04,0.32,0.31
5414.0,28.4,0.29,2.14,15.9,0.04,0.32,0.3
5414.5,28.63,0.29,2.13,13.94,0.04,0.32,0.31
5415.0,28.91,0.28,2.13,11.97,0.05,0.33,0.3
5415.5,29.02,0.27,2.13,11.32,0.05,0.33,0.3
5416.0,29.0,0.26,2.13,11.4,0.04,0.34,0.3
5416.5,29.07,0.26,2.14,11.93,0.05,0.33,0.29
5417.0,29.33,0.26,2.14,12.96,0.05,0.33,0.29
5417.5,29.55,0.27,2.14,13.42,0.05,0.32,0.3
5418.0,29.39,0.27,2.15,13.21,0.05,0.32,0.29
5418.5,28.81,0.28,2.14,12.91,0.04,0.32,0.3
5419.0,28.07,0.29,2.13,12.85,0.03,0.32,0.31
5419.5,27.7,0.31,2.13,13.31,0.03,0.32,0.31
5420.0,27.43,0.32,2.12,14.22,0.03,0.32,0.32
5420.5,27.19,0.33,2.12,14.69,0.02,0.32,0.32
5421.0,26.73,0.32,2.13,14.5,0.02,0.31,0.32
5421.5,26.07,0.32,2.14,13.06,0.01,0.3,0.31
5422.0,25.4,0.31,2.15,11.2,0.0,0.3,0.3
5422.5,25.21,0.3,2.16,9.29,0.0,0.3,0.3
5423.0,25.71,0.29,2.15,7.59,0.01,0.31,0.3
5423.5,26.55,0.29,2.16,6.49,0.02,0.3,0.3
5424.0,27.35,0.29,2.16,5.88,0.03,0.3,0.3
5424.5,28.14,0.29,2.16,5.3,0.04,0.3,0.3
5425.0,28.85,0.28,2.16,4.75,0.05,0.3,0.29
5425.5,30.77,0.28,2.17,4.36,0.07,0.29,0.28
5426.0,33.68,0.28,2.19,4.07,0.1,0.27,0.28
5426.5,36.12,0.28,2.21,4.07,0.14,0.26,0.27
5427.0,39.04,0.28,2.23,4.08,0.17,0.24,0.26
5427.5,40.68,0.27,2.28,4.07,0.19,0.19,0.23
5428.0,42.74,0.27,2.28,4.02,0.22,0.21,0.24
5428.5,45.7,0.28,2.27,3.95,0.26,0.21,0.25
5429.0,48.6,0.29,2.27,3.87,0.29,0.21,0.25
5429.5,49.54,0.29,2.29,3.8,0.3,0.19,0.24
5430.0,49.58,0.29,2.32,3.74,0.29,0.16,0.23
5430.5,50.25,0.3,2.34,3.65,0.3,0.15,0.22
5431.0,52.38,0.29,2.33,3.56,0.33,0.16,0.22
5431.5,54.37,0.29,2.34,3.46,0.36,0.16,0.22
5432.0,55.9,0.29,2.37,3.37,0.37,0.11,0.2
5432.5,57.03,0.29,2.41,3.35,0.39,0.08,0.19
5433.0,57.42,0.28,2.41,3.35,0.39,0.09,0.19
5433.5,57.36,0.28,2.4,3.36,0.38,0.1,0.19
5434.0,58.25,0.29,2.41,3.35,0.4,0.09,0.19
5434.5,60.06,0.29,2.41,3.33,0.42,0.09,0.19
5435.0,61.52,0.3,2.42,3.32,0.44,0.08,0.19
5435.5,62.9,0.3,2.41,3.33,0.46,0.09,0.2
5436.0,64.76,0.31,2.41,3.34,0.48,0.08,0.2
5436.5,67.01,0.32,2.42,3.35,0.51,0.07,0.2
5437.0,67.99,0.33,2.42,3.31,0.52,0.06,0.2
5437.5,68.46,0.32,2.42,3.23,0.52,0.07,0.2
5438.0,68.78,0.32,2.41,3.09,0.52,0.08,0.2
5438.5,69.11,0.31,2.4,2.99,0.53,0.1,0.21
5439.0,69.44,0.3,2.38,2.87,0.53,0.11,0.2
5439.5,69.11,0.29,2.37,2.75,0.53,0.12,0.21
5440.0,67.4,0.3,2.37,2.65,0.5,0.12,0.21
5440.5,63.96,0.31,2.36,2.53,0.46,0.12,0.22
5441.0,60.65,0.32,2.35,2.4,0.42,0.13,0.23
5441.5,58.4,0.32,2.33,2.32,0.4,0.15,0.24
5442.0,56.82,0.31,2.3,2.25,0.38,0.17,0.24
5442.5,54.49,0.31,2.27,2.21,0.35,0.21,0.26
5443.0,51.51,0.31,2.23,2.21,0.31,0.25,0.28
5443.5,48.26,0.31,2.19,2.22,0.27,0.27,0.29
5444.0,44.71,0.31,2.17,2.22,0.23,0.28,0.3
5444.5,41.66,0.3,2.17,2.2,0.19,0.3,0.3
5445.0,39.13,0.3,2.17,2.18,0.16,0.29,0.29
5445.5,37.94,0.29,2.17,2.15,0.15,0.29,0.29
5446.0,37.63,0.29,2.18,2.1,0.15,0.28,0.29
5446.5,38.57,0.29,2.2,2.05,0.16,0.26,0.28
5447.0,39.58,0.29,2.2,2.04,0.18,0.27,0.28
5447.5,39.67,0.29,2.19,2.01,0.18,0.27,0.28
5448.0,38.83,0.29,2.19,1.98,0.16,0.27,0.28
5448.5,37.21,0.29,2.18,1.95,0.14,0.28,0.29
5449.0,35.21,0.29,2.18,1.94,0.12,0.28,0.29
5449.5,33.97,0.29,2.17,1.92,0.1,0.29,0.29
5450.0,32.52,0.3,2.15,1.91,0.08,0.3,0.3
5450.5,30.54,0.3,2.15,1.91,0.06,0.3,0.3
5451.0,29.22,0.3,2.14,1.9,0.04,0.31,0.31
5451.5,28.54,0.3,2.13,1.9,0.04,0.32,0.31
5452.0,28.26,0.29,2.13,1.92,0.04,0.32,0.31
5452.5,28.19,0.29,2.13,1.94,0.04,0.32,0.31
5453.0,28.46,0.29,2.13,1.95,0.04,0.32,0.31
5453.5,28.89,0.28,2.13,1.96,0.04,0.33,0.3
5454.0,29.34,0.29,2.14,1.96,0.05,0.32,0.3
5454.5,29.76,0.29,2.15,1.95,0.06,0.31,0.3
5455.0,29.8,0.29,2.15,1.94,0.06,0.31,0.3
5455.5,29.67,0.29,2.15,1.93,0.05,0.31,0.3
5456.0,29.52,0.29,2.16,1.92,0.05,0.3,0.3
5456.5,29.52,0.28,2.16,1.93,0.05,0.3,0.29
5457.0,29.71,0.28,2.15,1.92,0.05,0.31,0.3
5457.5,30.02,0.27,2.15,1.89,0.06,0.32,0.29
5458.0,30.58,0.27,2.17,1.86,0.06,0.3,0.28
5458.5,31.31,0.28,2.17,1.83,0.07,0.3,0.29
5459.0,32.23,0.28,2.17,1.81,0.09,0.3,0.29
5459.5,32.5,0.28,2.16,1.78,0.09,0.31,0.3
5460.0,31.63,0.28,2.15,1.77,0.08,0.31,0.3
5460.5,30.22,0.28,2.15,1.76,0.06,0.31,0.3
5461.0,28.9,0.28,2.15,1.75,0.04,0.31,0.3
5461.5,27.79,0.28,2.15,1.74,0.03,0.31,0.3
5462.0,26.91,0.28,2.15,1.74,0.02,0.31,0.3
5462.5,26.49,0.29,2.15,1.74,0.02,0.31,0.3
5463.0,25.76,0.29,2.15,1.76,0.0,0.31,0.3
5463.5,24.99,0.28,2.15,1.77,0.0,0.31,0.3
5464.0,25.35,0.28,2.15,1.77,0.0,0.31,0.3
5464.5,26.04,0.28,2.14,1.76,0.01,0.32,0.3
5465.0,26.19,0.28,2.13,1.76,0.01,0.33,0.3
5465.5,26.04,0.28,2.13,1.76,0.01,0.33,0.3
5466.0,26.16,0.29,2.14,1.78,0.01,0.32,0.3
5466.5,26.45,0.29,2.15,1.79,0.02,0.31,0.3
5467.0,27.32,0.28,2.15,1.79,0.03,0.31,0.3
5467.5,27.87,0.27,2.16,1.79,0.04,0.31,0.29
5468.0,27.67,0.27,2.16,1.79,0.03,0.31,0.29
5468.5,27.4,0.27,2.15,1.78,0.02,0.32,0.29
5469.0,27.2,0.27,2.16,1.77,0.02,0.31,0.29
5469.5,27.02,0.28,2.16,1.76,0.02,0.3,0.29
5470.0,26.51,0.28,2.16,1.75,0.01,0.3,0.29
5470.5,25.93,0.28,2.15,1.74,0.01,0.31,0.3
5471.0,25.8,0.28,2.14,1.73,0.01,0.33,0.3
5471.5,25.98,0.28,2.13,1.72,0.01,0.33,0.3
5472.0,26.01,0.28,2.12,1.72,0.01,0.34,0.31
5472.5,25.83,0.29,2.12,1.71,0.01,0.33,0.31
5473.0,25.06,0.29,2.13,1.7,0.0,0.32,0.31
5473.5,23.94,0.29,2.13,1.69,0.0,0.32,0.31
5474.0,23.17,0.29,2.13,1.69,0.0,0.32,0.31
5474.5,23.08,0.28,2.13,1.71,0.0,0.33,0.3
5475.0,23.78,0.28,2.13,1.72,0.0,0.33,0.3
5475.5,24.57,0.27,2.12,1.74,0.0,0.34,0.3
5476.0,25.28,0.27,2.12,1.76,0.0,0.34,0.3
5476.5,25.79,0.26,2.12,1.76,0.01,0.35,0.3
5477.0,26.06,0.27,2.12,1.75,0.01,0.34,0.3
5477.5,25.98,0.28,2.12,1.73,0.01,0.34,0.31
5478.0,26.03,0.28,2.12,1.71,0.01,0.34,0.31
5478.5,26.41,0.28,2.13,1.7,0.02,0.33,0.3
5479.0,26.69,0.27,2.12,1.69,0.02,0.34,0.3
5479.5,27.25,0.27,2.12,1.68,0.03,0.34,0.3
5480.0,27.68,0.27,2.13,1.67,0.03,0.33,0.3
5480.5,27.63,0.27,2.13,1.66,0.03,0.33,0.3
5481.0,27.42,0.28,2.14,1.64,0.03,0.32,0.3
5481.5,26.93,0.28,2.13,1.62,0.02,0.33,0.3
5482.0,26.55,0.28,2.12,1.6,0.01,0.34,0.31
5482.5,27.0,0.28,2.11,1.59,0.02,0.35,0.31
5483.0,28.33,0.28,2.1,1.6,0.04,0.36,0.32
5483.5,30.24,0.29,2.09,1.61,0.06,0.36,0.32
5484.0,31.63,0.3,2.08,1.64,0.08,0.36,0.33
5484.5,32.85,0.31,2.08,1.66,0.09,0.36,0.33
5485.0,33.63,0.32,2.09,1.67,0.1,0.35,0.33
5485.5,33.78,0.32,2.11,1.66,0.1,0.33,0.32
5486.0,33.99,0.31,2.12,1.64,0.11,0.32,0.31
5486.5,33.9,0.3,2.14,1.62,0.11,0.32,0.3
5487.0,32.85,0.29,2.15,1.61,0.09,0.31,0.3
5487.5,31.0,0.29,2.14,1.61,0.06,0.32,0.3
5488.0,28.49,0.29,2.13,1.62,0.03,0.33,0.31
5488.5,27.31,0.29,2.11,1.63,0.02,0.35,0.32
5489.0,26.76,0.29,2.1,1.62,0.02,0.35,0.32
5489.5,26.71,0.29,2.11,1.61,0.02,0.34,0.32
5490.0,27.23,0.28,2.12,1.6,0.03,0.34,0.31
5490.5,27.89,0.28,2.13,1.6,0.04,0.33,0.3
5491.0,28.04,0.28,2.13,1.61,0.04,0.33,0.3
5491.5,27.84,0.28,2.14,1.63,0.03,0.32,0.3
5492.0,27.73,0.29,2.14,1.64,0.03,0.32,0.3
5492.5,27.9,0.29,2.15,1.65,0.03,0.31,0.3
5493.0,28.62,0.29,2.15,1.67,0.04,0.31,0.3
5493.5,29.92,0.3,2.16,1.68,0.06,0.3,0.3
5494.0,31.24,0.3,2.15,1.68,0.08,0.3,0.3
5494.5,32.07,0.3,2.15,1.68,0.09,0.3,0.3
5495.0,32.14,0.29,2.14,1.68,0.08,0.32,0.3
5495.5,31.39,0.28,2.14,1.68,0.07,0.33,0.3
5496.0,30.85,0.28,2.15,1.68,0.07,0.3,0.29
5496.5,30.63,0.28,2.15,1.68,0.06,0.31,0.3
5497.0,30.6,0.29,2.15,1.68,0.06,0.31,0.3
5497.5,30.68,0.29,2.14,1.68,0.07,0.32,0.3
5498.0,30.81,0.29,2.14,1.68,0.07,0.32,0.3
5498.5,30.87,0.28,2.14,1.68,0.07,0.32,0.3
5499.0,30.93,0.28,2.13,1.68,0.07,0.33,0.3
5499.5,30.62,0.27,2.13,1.69,0.07,0.33,0.3
5500.0,29.86,0.28,2.15,1.7,0.05,0.3,0.29
5500.5,29.16,0.28,2.15,1.72,0.04,0.31,0.3
5501.0,29.29,0.28,2.14,1.72,0.05,0.32,0.3
5501.5,29.92,0.28,2.15,1.71,0.06,0.31,0.3
5502.0,30.51,0.28,2.16,1.71,0.07,0.3,0.29
5502.5,30.42,0.29,2.16,1.71,0.06,0.3,0.3
5503.0,30.2,0.29,2.17,1.7,0.06,0.29,0.29
5503.5,29.74,0.3,2.17,1.7,0.05,0.29,0.29
5504.0,29.39,0.3,2.16,1.69,0.05,0.3,0.3
5504.5,29.17,0.29,2.16,1.69,0.05,0.3,0.3
5505.0,29.15,0.29,2.16,1.69,0.05,0.3,0.3
5505.5,29.68,0.29,2.16,1.69,0.06,0.3,0.3
5506.0,30.74,0.29,2.15,1.7,0.07,0.31,0.3
5506.5,31.48,0.29,2.15,1.69,0.08,0.31,0.3
5507.0,31.59,0.28,2.15,1.7,0.08,0.31,0.3
5507.5,31.32,0.28,2.17,1.71,0.07,0.3,0.29
5508.0,31.0,0.28,2.17,1.71,0.07,0.3,0.29
5508.5,30.7,0.28,2.18,1.73,0.06,0.29,0.28
5509.0,30.48,0.28,2.18,1.74,0.06,0.29,0.28
5509.5,30.06,0.28,2.17,1.76,0.06,0.3,0.29
5510.0,29.15,0.27,2.16,1.77,0.04,0.31,0.29
5510.5,28.46,0.27,2.15,1.78,0.04,0.32,0.29
5511.0,28.44,0.28,2.14,1.78,0.04,0.32,0.3
5511.5,29.12,0.28,2.14,1.78,0.05,0.32,0.3
5512.0,29.8,0.28,2.15,1.77,0.06,0.31,0.3
5512.5,30.21,0.28,2.16,1.76,0.06,0.3,0.29
5513.0,30.55,0.28,2.18,1.76,0.06,0.28,0.28
5513.5,30.76,0.28,2.18,1.76,0.07,0.29,0.28
5514.0,30.96,0.28,2.17,1.75,0.07,0.3,0.29
5514.5,31.16,0.28,2.16,1.73,0.07,0.31,0.3
5515.0,31.41,0.28,2.15,1.71,0.08,0.31,0.3
5515.5,31.61,0.28,2.15,1.7,0.08,0.31,0.3
5516.0,31.8,0.28,2.15,1.7,0.08,0.31,0.3
5516.5,32.01,0.28,2.14,1.68,0.08,0.32,0.3
5517.0,32.28,0.28,2.14,1.66,0.09,0.32,0.3
5517.5,32.52,0.28,2.14,1.63,0.09,0.32,0.3
5518.0,32.72,0.28,2.14,1.61,0.09,0.32,0.3
5518.5,33.14,0.28,2.14,1.61,0.1,0.32,0.3
5519.0,33.65,0.28,2.13,1.62,0.11,0.33,0.3
5519.5,33.43,0.28,2.13,1.62,0.1,0.34,0.31
5520.0,32.26,0.29,2.13,1.62,0.09,0.32,0.31
5520.5,30.9,0.29,2.13,1.63,0.07,0.32,0.31
5521.0,30.08,0.3,2.14,1.65,0.06,0.31,0.31
5521.5,29.89,0.3,2.14,1.67,0.06,0.31,0.31
5522.0,29.44,0.29,2.14,1.7,0.05,0.32,0.3
5522.5,28.83,0.29,2.15,1.73,0.04,0.31,0.3
5523.0,28.45,0.28,2.16,1.74,0.04,0.3,0.29
5523.5,28.5,0.28,2.17,1.73,0.04,0.3,0.29
5524.0,28.18,0.28,2.17,1.71,0.04,0.3,0.29
5524.5,27.49,0.27,2.18,1.68,0.03,0.29,0.28
5525.0,27.09,0.27,2.19,1.67,0.02,0.28,0.28
5525.5,27.47,0.26,2.21,1.68,0.03,0.27,0.26
5526.0,28.45,0.26,2.21,1.69,0.05,0.26,0.26
5526.5,28.97,0.26,2.21,1.7,0.05,0.27,0.26
5527.0,28.88,0.27,2.2,1.7,0.05,0.27,0.27
5527.5,28.7,0.27,2.18,1.71,0.04,0.29,0.28
5528.0,28.68,0.28,2.17,1.73,0.04,0.3,0.29
5528.5,28.95,0.29,2.18,1.78,0.05,0.28,0.29
5529.0,29.59,0.29,2.18,1.87,0.06,0.28,0.29
5529.5,30.52,0.3,2.18,2.03,0.08,0.28,0.29
5530.0,31.43,0.3,2.18,2.29,0.09,0.28,0.29
5530.5,32.97,0.31,2.17,2.51,0.12,0.28,0.3
5531.0,34.08,0.31,2.18,2.72,0.13,0.27,0.29
5531.5,35.29,0.31,2.18,2.88,0.15,0.27,0.29
5532.0,36.75,0.31,2.2,2.94,0.17,0.26,0.29
5532.5,37.97,0.32,2.22,2.91,0.19,0.24,0.28
5533.0,39.83,0.33,2.28,2.86,0.22,0.16,0.26
5533.5,41.8,0.32,2.33,2.8,0.25,0.13,0.24
5534.0,44.35,0.32,2.37,2.72,0.29,0.09,0.22
5534.5,47.3,0.31,2.39,2.61,0.34,0.08,0.21
5535.0,52.43,0.3,2.42,2.47,0.4,0.06,0.2
5535.5,56.81,0.29,2.42,2.37,0.48,0.07,0.2
5536.0,62.65,0.29,2.43,2.3,0.58,0.06,0.19
5536.5,68.99,0.29,2.44,2.29,0.66,0.05,0.19
5537.0,75.4,0.3,2.44,2.33,0.75,0.05,0.19
5537.5,80.52,0.31,2.44,2.41,0.84,0.04,0.2
5538.0,83.75,0.33,2.44,2.52,0.88,0.04,0.2
5538.5,85.46,0.33,2.45,2.69,0.89,0.02,0.2
5539.0,86.35,0.33,2.46,2.92,0.9,0.01,0.19
5542.5,66.33,0.23,2.51,3.28,0.58,0.02,0.14
5543.0,61.73,0.22,2.5,3.22,0.53,0.05,0.14
5543.5,60.55,0.2,2.47,3.12,0.51,0.07,0.14
5544.0,60.85,0.2,2.45,3.06,0.53,0.09,0.15
5544.5,60.78,0.2,2.44,3.02,0.52,0.1,0.16
5545.0,60.21,0.21,2.42,2.99,0.51,0.12,0.17
5545.5,59.3,0.22,2.4,2.98,0.5,0.12,0.18
5546.0,57.91,0.23,2.39,3.0,0.48,0.13,0.18
5546.5,56.73,0.23,2.38,3.01,0.46,0.13,0.19
5547.0,56.82,0.22,2.38,3.03,0.46,0.14,0.18
5547.5,57.78,0.22,2.39,3.05,0.48,0.12,0.18
5548.0,58.95,0.22,2.41,3.06,0.5,0.11,0.17
5548.5,59.99,0.23,2.42,3.06,0.52,0.1,0.17
5549.0,61.02,0.23,2.42,3.05,0.53,0.1,0.17
5549.5,61.67,0.23,2.42,3.04,0.54,0.1,0.17
5550.0,62.29,0.23,2.41,3.04,0.55,0.11,0.18
5550.5,63.11,0.24,2.4,3.07,0.56,0.11,0.18
5551.0,64.14,0.24,2.4,3.09,0.58,0.11,0.18
5551.5,65.48,0.24,2.4,3.12,0.6,0.11,0.18
5552.0,67.34,0.25,2.41,3.16,0.62,0.1,0.19
5552.5,68.88,0.25,2.41,3.22,0.65,0.1,0.19
5553.0,70.25,0.25,2.42,3.26,0.67,0.09,0.18
5553.5,71.25,0.26,2.42,3.3,0.68,0.09,0.19
5554.0,71.74,0.26,2.41,3.33,0.69,0.1,0.19
5554.5,71.41,0.26,2.41,3.34,0.68,0.1,0.19
5555.0,70.28,0.26,2.4,3.33,0.66,0.1,0.19
5555.5,68.93,0.26,2.42,3.32,0.64,0.08,0.18
5556.0,67.95,0.26,2.43,3.3,0.63,0.07,0.18
5556.5,66.53,0.25,2.42,3.29,0.61,0.1,0.18
5557.0,64.81,0.25,2.42,3.28,0.58,0.09,0.18
5557.5,63.07,0.25,2.41,3.27,0.55,0.1,0.19
5558.0,61.46,0.25,2.4,3.25,0.53,0.11,0.19
5558.5,59.54,0.24,2.39,3.22,0.5,0.12,0.19
5559.0,58.3,0.24,2.38,3.19,0.48,0.13,0.19
5559.5,57.49,0.24,2.37,3.17,0.47,0.14,0.2
5560.0,57.22,0.24,2.36,3.16,0.47,0.16,0.2
5560.5,57.1,0.24,2.36,3.13,0.47,0.15,0.2
5561.0,57.23,0.24,2.35,3.09,0.47,0.16,0.21
5561.5,57.72,0.24,2.35,3.05,0.48,0.16,0.2
5562.0,58.92,0.23,2.36,2.99,0.5,0.15,0.2
5562.5,60.56,0.23,2.36,2.93,0.52,0.15,0.2
5563.0,62.46,0.24,2.35,2.86,0.55,0.16,0.2
5563.5,64.92,0.25,2.35,2.82,0.59,0.15,0.21
5564.0,66.76,0.26,2.36,2.78,0.62,0.14,0.21
5564.5,69.33,0.27,2.36,2.74,0.66,0.13,0.21
5565.0,72.74,0.28,2.37,2.72,0.7,0.12,0.21
5565.5,75.43,0.29,2.39,2.7,0.75,0.09,0.21
5566.0,77.97,0.3,2.41,2.69,0.79,0.06,0.2
5566.5,80.58,0.31,2.41,2.69,0.82,0.07,0.21
5567.0,82.15,0.31,2.41,2.7,0.85,0.06,0.21
5567.5,83.26,0.31,2.39,2.71,0.86,0.09,0.22
5568.0,83.76,0.31,2.37,2.72,0.86,0.1,0.22
5568.5,83.56,0.31,2.36,2.74,0.86,0.11,0.23
5569.0,82.8,0.31,2.38,2.75,0.84,0.1,0.22
5569.5,82.29,0.31,2.39,2.77,0.84,0.09,0.22
5570.0,81.67,0.3,2.4,2.79,0.83,0.08,0.21
5570.5,80.13,0.29,2.4,2.8,0.8,0.09,0.2
5571.0,76.98,0.29,2.4,2.8,0.75,0.09,0.2
5571.5,75.2,0.28,2.39,2.8,0.73,0.1,0.2
5572.0,74.34,0.28,2.38,2.81,0.72,0.12,0.21
5572.5,73.97,0.28,2.36,2.82,0.72,0.13,0.22
5573.0,73.75,0.28,2.36,2.83,0.71,0.13,0.22
5573.5,73.69,0.28,2.36,2.85,0.71,0.13,0.22
5574.0,73.61,0.28,2.36,2.87,0.71,0.13,0.22
5574.5,73.3,0.28,2.36,2.87,0.71,0.13,0.22
5575.0,73.05,0.29,2.37,2.88,0.7,0.12,0.22
5575.5,72.66,0.29,2.37,2.88,0.7,0.12,0.22
5576.0,72.2,0.29,2.35,2.89,0.69,0.14,0.23
5576.5,70.86,0.3,2.35,2.9,0.67,0.13,0.23
5577.0,69.2,0.29,2.35,2.9,0.65,0.14,0.22
5577.5,67.15,0.29,2.36,2.9,0.61,0.13,0.22
5578.0,64.09,0.27,2.36,2.9,0.56,0.14,0.21
5578.5,61.18,0.26,2.35,2.9,0.52,0.15,0.21
5579.0,58.94,0.25,2.34,2.88,0.49,0.16,0.21
5579.5,57.35,0.25,2.33,2.85,0.47,0.17,0.22
5580.0,56.29,0.25,2.32,2.81,0.45,0.18,0.22
5580.5,56.09,0.25,2.31,2.78,0.45,0.19,0.22
5581.0,56.57,0.25,2.31,2.76,0.47,0.19,0.22
5581.5,56.18,0.25,2.31,2.74,0.46,0.19,0.22
5582.0,54.53,0.25,2.31,2.72,0.43,0.19,0.22
5582.5,53.72,0.25,2.31,2.7,0.42,0.19,0.22
5583.0,52.61,0.25,2.31,2.67,0.4,0.19,0.22
5583.5,51.3,0.26,2.3,2.63,0.38,0.19,0.23
5584.0,50.12,0.26,2.28,2.61,0.36,0.21,0.24
5584.5,49.04,0.26,2.27,2.58,0.35,0.22,0.24
5585.0,48.13,0.27,2.25,2.55,0.33,0.23,0.25
5585.5,47.12,0.27,2.23,2.52,0.32,0.26,0.26
5586.0,46.18,0.27,2.22,2.5,0.3,0.26,0.26
5586.5,44.97,0.27,2.21,2.47,0.29,0.27,0.27
5587.0,43.85,0.27,2.2,2.45,0.27,0.27,0.27
5587.5,42.75,0.27,2.19,2.42,0.26,0.28,0.28
5588.0,41.69,0.27,2.19,2.39,0.24,0.28,0.28
5588.5,40.79,0.27,2.19,2.37,0.23,0.28,0.28
5589.0,40.3,0.27,2.18,2.35,0.22,0.29,0.28
5589.5,40.15,0.27,2.18,2.34,0.22,0.29,0.28
5590.0,39.97,0.27,2.19,2.33,0.22,0.28,0.28
5590.5,39.71,0.26,2.2,2.33,0.21,0.28,0.27
5591.0,39.56,0.26,2.2,2.32,0.21,0.28,0.27
5591.5,39.6,0.26,2.2,2.31,0.21,0.28,0.27
5592.0,39.84,0.25,2.19,2.31,0.22,0.29,0.27
5592.5,40.25,0.25,2.18,2.31,0.22,0.3,0.27
5593.0,40.63,0.26,2.18,2.3,0.23,0.3,0.28
5593.5,40.78,0.27,2.18,2.3,0.23,0.29,0.28
5594.0,40.73,0.27,2.18,2.3,0.23,0.29,0.28
5594.5,40.61,0.27,2.18,2.3,0.23,0.29,0.28
5595.0,40.49,0.28,2.2,2.3,0.22,0.27,0.28
5595.5,40.44,0.28,2.2,2.3,0.22,0.27,0.28
5596.0,40.49,0.28,2.21,2.31,0.22,0.26,0.27
5596.5,40.63,0.28,2.21,2.32,0.23,0.26,0.27
5597.0,40.67,0.28,2.2,2.33,0.23,0.27,0.28
5597.5,40.39,0.27,2.2,2.34,0.22,0.27,0.27
5598.0,39.69,0.27,2.19,2.34,0.21,0.28,0.28
5598.5,38.93,0.26,2.19,2.34,0.2,0.3,0.28
5599.0,38.2,0.26,2.19,2.34,0.19,0.29,0.27
