DEPTH,GR,NPHI,RHOB,RT,vcl,phie,phit
3224.5,84.28,0.35,2.26,2.03,0.63,0.08,0.3
3225.0,84.79,0.34,2.24,2.02,0.63,0.12,0.3
3225.5,85.36,0.34,2.23,2.01,0.63,0.15,0.3
3226.0,86.09,0.34,2.22,1.99,0.64,0.15,0.3
3226.5,87.46,0.34,2.23,1.98,0.65,0.14,0.3
3227.0,89.61,0.34,2.25,1.95,0.67,0.11,0.29
3227.5,92.13,0.34,2.26,1.94,0.69,0.08,0.29
3228.0,93.0,0.33,2.26,1.94,0.69,0.11,0.28
3228.5,93.98,0.33,2.25,1.96,0.7,0.12,0.29
3229.0,92.99,0.33,2.24,1.97,0.69,0.14,0.29
3229.5,90.74,0.34,2.23,1.99,0.67,0.14,0.3
3230.0,89.94,0.35,2.24,2.02,0.67,0.11,0.3
3230.5,91.34,0.36,2.24,2.04,0.68,0.1,0.31
3231.0,93.49,0.36,2.23,2.06,0.7,0.11,0.31
3231.5,95.03,0.36,2.22,2.07,0.71,0.12,0.31
3232.0,95.74,0.37,2.21,2.08,0.71,0.12,0.32
3232.5,96.64,0.38,2.2,2.08,0.72,0.13,0.33
3233.0,97.35,0.38,2.2,2.09,0.73,0.13,0.33
3233.5,96.88,0.38,2.2,2.09,0.72,0.13,0.33
3234.0,95.71,0.38,2.21,2.1,0.71,0.11,0.32
3234.5,94.84,0.39,2.21,2.09,0.7,0.1,0.33
3235.0,94.45,0.39,2.21,2.09,0.7,0.1,0.33
3235.5,94.46,0.39,2.2,2.08,0.7,0.11,0.33
3236.0,95.32,0.39,2.2,2.08,0.71,0.11,0.33
3236.5,97.5,0.39,2.21,2.09,0.73,0.1,0.33
3237.0,99.41,0.39,2.22,2.09,0.74,0.08,0.33
3237.5,100.86,0.39,2.21,2.1,0.75,0.1,0.33
3238.0,100.44,0.4,2.21,2.11,0.75,0.08,0.34
3238.5,99.12,0.4,2.2,2.12,0.73,0.1,0.34
3239.0,98.33,0.4,2.19,2.12,0.73,0.11,0.34
3239.5,98.42,0.39,2.19,2.12,0.73,0.13,0.34
3240.0,98.29,0.38,2.18,2.11,0.73,0.15,0.33
3240.5,98.27,0.37,2.17,2.09,0.73,0.2,0.33
3241.0,98.52,0.35,2.17,2.07,0.73,0.21,0.32
3241.5,98.71,0.35,2.18,2.05,0.73,0.2,0.32
3242.0,99.09,0.36,2.19,2.01,0.74,0.17,0.32
3242.5,100.13,0.36,2.19,1.97,0.75,0.17,0.32
3243.0,101.02,0.37,2.19,1.92,0.75,0.14,0.33
3243.5,101.0,0.38,2.19,1.88,0.75,0.14,0.33
3244.0,99.75,0.39,2.19,1.84,0.74,0.13,0.34
3244.5,97.79,0.39,2.19,1.81,0.72,0.14,0.34
3245.0,95.8,0.39,2.21,1.8,0.71,0.1,0.33
3245.5,94.47,0.39,2.24,1.8,0.7,0.04,0.32
3246.0,93.61,0.4,2.25,1.8,0.69,0.01,0.32
3246.5,92.35,0.4,2.26,1.81,0.68,0.01,0.32
3248.5,93.65,0.39,2.25,1.82,0.7,0.04,0.32
3249.0,95.15,0.38,2.24,1.82,0.71,0.1,0.31
3249.5,96.72,0.37,2.23,1.83,0.72,0.1,0.31
3250.0,98.54,0.38,2.24,1.85,0.74,0.07,0.32
3250.5,101.04,0.39,2.24,1.89,0.76,0.06,0.32
3251.0,105.32,0.4,2.23,1.94,0.79,0.06,0.33
3251.5,110.6,0.41,2.22,2.0,0.83,0.06,0.34
3252.0,116.9,0.42,2.21,2.05,0.87,0.06,0.34
3252.5,121.09,0.42,2.2,2.09,0.91,0.08,0.35
3253.0,127.56,0.42,2.18,2.14,0.95,0.1,0.35
3253.5,133.58,0.42,2.13,2.17,1.0,0.18,0.37
3254.0,139.14,0.42,2.1,2.17,1.0,0.23,0.38
3254.5,143.52,0.42,2.03,2.14,1.0,0.33,0.4
3255.0,147.3,0.43,1.95,2.11,1.0,0.44,0.43
3255.5,149.07,0.43,1.87,2.09,1.0,0.57,0.46
3256.0,149.22,0.43,1.83,2.06,1.0,0.6,0.47
3256.5,147.45,0.43,1.83,2.04,1.0,0.59,0.46
3257.0,144.09,0.42,1.85,2.03,1.0,0.59,0.46
3257.5,138.72,0.41,1.91,2.01,1.0,0.47,0.42
3258.0,131.49,0.41,1.96,2.01,0.97,0.42,0.41
3258.5,124.37,0.41,2.02,2.02,0.91,0.34,0.4
3259.0,115.51,0.39,2.08,2.03,0.85,0.26,0.36
3259.5,107.52,0.36,2.19,2.03,0.79,0.14,0.32
3260.0,100.02,0.33,2.27,2.04,0.73,0.08,0.26
3260.5,94.98,0.29,2.31,2.05,0.7,0.09,0.24
3261.0,89.51,0.27,2.32,2.06,0.65,0.09,0.23
3261.5,84.44,0.27,2.31,2.07,0.61,0.12,0.24
3262.0,81.5,0.27,2.3,2.09,0.6,0.15,0.24
3262.5,81.3,0.28,2.29,2.11,0.6,0.13,0.25
3263.0,80.83,0.29,2.28,2.14,0.6,0.13,0.26
3263.5,79.4,0.3,2.28,2.18,0.59,0.11,0.27
3264.0,77.62,0.31,2.27,2.21,0.57,0.12,0.27
3264.5,76.12,0.32,2.26,2.23,0.56,0.12,0.28
3265.0,75.12,0.32,2.27,2.25,0.56,0.11,0.28
3265.5,74.73,0.33,2.27,2.27,0.56,0.09,0.28
3266.0,74.38,0.33,2.27,2.28,0.55,0.09,0.28
3266.5,73.73,0.34,2.26,2.29,0.55,0.09,0.29
3267.0,72.75,0.34,2.27,2.28,0.54,0.08,0.29
3267.5,72.17,0.34,2.27,2.28,0.54,0.08,0.29
3268.0,71.53,0.33,2.27,2.28,0.53,0.09,0.28
3268.5,70.81,0.33,2.27,2.28,0.53,0.09,0.28
3269.0,70.05,0.33,2.26,2.28,0.52,0.11,0.28
3269.5,69.42,0.34,2.25,2.27,0.52,0.11,0.29
3270.0,68.75,0.34,2.24,2.26,0.51,0.12,0.3
3270.5,68.27,0.35,2.24,2.26,0.51,0.11,0.3
3271.0,67.96,0.36,2.25,2.26,0.5,0.08,0.3
3271.5,68.09,0.36,2.25,2.26,0.51,0.08,0.3
3272.0,68.78,0.36,2.25,2.26,0.51,0.08,0.3
3272.5,69.71,0.36,2.25,2.26,0.52,0.08,0.3
3273.0,69.33,0.36,2.24,2.26,0.52,0.1,0.31
3273.5,68.24,0.35,2.23,2.26,0.5,0.12,0.3
3274.0,67.72,0.35,2.22,2.27,0.5,0.14,0.31
3274.5,67.82,0.36,2.21,2.27,0.5,0.15,0.32
3275.0,68.54,0.36,2.2,2.27,0.51,0.15,0.32
3275.5,69.54,0.36,2.21,2.26,0.52,0.12,0.31
3276.0,70.44,0.35,2.22,2.26,0.53,0.14,0.31
3276.5,70.98,0.34,2.22,2.24,0.53,0.15,0.3
3277.0,71.62,0.34,2.21,2.23,0.53,0.17,0.3
3277.5,72.18,0.35,2.21,2.21,0.54,0.15,0.31
3278.0,72.77,0.35,2.2,2.2,0.54,0.17,0.31
3278.5,73.23,0.36,2.2,2.19,0.55,0.15,0.32
3279.0,73.53,0.36,2.21,2.19,0.55,0.14,0.31
3279.5,73.95,0.37,2.22,2.19,0.55,0.11,0.32
3280.0,74.29,0.37,2.23,2.18,0.55,0.1,0.31
3280.5,74.27,0.38,2.22,2.18,0.55,0.1,0.32
3281.0,74.34,0.38,2.22,2.18,0.55,0.1,0.32
3281.5,74.36,0.38,2.22,2.17,0.55,0.1,0.32
3282.0,74.37,0.38,2.21,2.17,0.55,0.11,0.32
3282.5,74.69,0.38,2.2,2.17,0.56,0.13,0.33
3283.0,75.15,0.37,2.19,2.17,0.56,0.15,0.32
3283.5,75.48,0.38,2.19,2.16,0.56,0.14,0.33
3284.0,76.31,0.37,2.2,2.16,0.57,0.14,0.32
3284.5,76.95,0.37,2.21,2.16,0.57,0.12,0.32
3285.0,77.13,0.36,2.22,2.17,0.57,0.12,0.31
3285.5,76.88,0.36,2.22,2.17,0.57,0.12,0.31
3286.0,76.26,0.36,2.22,2.16,0.56,0.12,0.31
3286.5,75.81,0.36,2.22,2.16,0.56,0.12,0.31
3287.0,75.8,0.36,2.22,2.16,0.56,0.12,0.31
3287.5,75.85,0.37,2.23,2.16,0.56,0.1,0.31
3288.0,75.57,0.38,2.24,2.16,0.56,0.07,0.32
3288.5,75.33,0.39,2.25,2.16,0.56,0.05,0.32
3289.0,75.7,0.4,2.25,2.14,0.56,0.04,0.32
3289.5,76.12,0.4,2.25,2.13,0.57,0.06,0.32
3290.0,76.42,0.39,2.25,2.12,0.57,0.07,0.31
3290.5,76.32,0.39,2.26,2.1,0.57,0.05,0.31
3291.0,76.1,0.38,2.25,2.08,0.56,0.08,0.31
3291.5,76.7,0.37,2.26,2.06,0.57,0.08,0.3
3292.0,78.24,0.37,2.26,2.05,0.58,0.08,0.3
3292.5,79.21,0.38,2.25,2.02,0.59,0.08,0.31
3293.0,80.41,0.38,2.26,1.99,0.6,0.06,0.3
3293.5,81.14,0.39,2.27,1.97,0.59,0.06,0.3
3294.0,81.85,0.39,2.26,1.95,0.59,0.07,0.3
3294.5,81.99,0.4,2.25,1.94,0.59,0.07,0.31
3295.0,81.41,0.4,2.24,1.92,0.56,0.09,0.31
3295.5,80.45,0.4,2.23,1.91,0.55,0.1,0.32
3296.0,79.96,0.4,2.23,1.9,0.54,0.1,0.32
3296.5,80.18,0.41,2.24,1.9,0.54,0.09,0.31
3297.0,80.85,0.41,2.25,1.89,0.55,0.08,0.31
3297.5,81.39,0.41,2.26,1.88,0.55,0.07,0.31
3298.0,81.69,0.41,2.26,1.87,0.55,0.07,0.31
3298.5,81.7,0.41,2.26,1.87,0.55,0.07,0.31
3299.0,81.6,0.4,2.25,1.86,0.55,0.09,0.31
3299.5,81.78,0.4,2.24,1.85,0.55,0.1,0.31
3300.0,82.27,0.4,2.25,1.84,0.56,0.08,0.3
3300.5,82.88,0.4,2.25,1.82,0.56,0.1,0.31
3301.0,83.28,0.4,2.24,1.81,0.56,0.1,0.31
3301.5,83.0,0.41,2.24,1.8,0.56,0.09,0.31
3302.0,82.2,0.41,2.24,1.8,0.55,0.09,0.31
3302.5,81.27,0.42,2.23,1.8,0.55,0.09,0.32
3303.0,80.82,0.42,2.23,1.8,0.55,0.11,0.32
3303.5,80.75,0.42,2.24,1.79,0.55,0.1,0.31
3304.0,81.49,0.42,2.24,1.79,0.55,0.11,0.31
3304.5,82.37,0.42,2.25,1.8,0.56,0.1,0.31
3305.0,83.0,0.42,2.27,1.8,0.56,0.08,0.3
3305.5,83.44,0.41,2.28,1.79,0.56,0.07,0.29
3306.0,83.74,0.41,2.28,1.78,0.57,0.09,0.3
3306.5,84.06,0.4,2.27,1.77,0.57,0.1,0.29
3307.0,84.54,0.4,2.27,1.77,0.57,0.1,0.29
3307.5,85.06,0.4,2.27,1.77,0.58,0.1,0.29
3308.0,85.29,0.4,2.28,1.77,0.58,0.09,0.29
3308.5,85.23,0.41,2.28,1.77,0.58,0.08,0.29
3309.0,85.15,0.42,2.29,1.78,0.58,0.06,0.29
3309.5,85.1,0.42,2.3,1.78,0.57,0.05,0.29
3310.0,85.29,0.43,2.31,1.77,0.58,0.03,0.29
3310.5,85.62,0.43,2.31,1.78,0.58,0.03,0.29
3311.0,85.8,0.44,2.3,1.79,0.58,0.04,0.29
3311.5,85.61,0.44,2.29,1.78,0.58,0.06,0.3
3312.0,84.84,0.44,2.28,1.77,0.57,0.06,0.3
3312.5,84.01,0.44,2.27,1.75,0.57,0.07,0.31
3313.0,83.16,0.43,2.26,1.75,0.56,0.09,0.31
3313.5,82.53,0.42,2.26,1.74,0.56,0.09,0.3
3314.0,81.64,0.42,2.27,1.74,0.55,0.08,0.3
3314.5,81.03,0.41,2.27,1.73,0.55,0.09,0.3
3315.0,80.54,0.41,2.26,1.73,0.54,0.1,0.3
3315.5,80.48,0.41,2.26,1.72,0.54,0.1,0.3
3316.0,80.94,0.4,2.27,1.72,0.55,0.1,0.29
3316.5,82.14,0.39,2.27,1.74,0.56,0.11,0.29
3317.0,83.64,0.4,2.27,1.75,0.57,0.1,0.29
3317.5,84.57,0.41,2.28,1.76,0.57,0.08,0.29
3318.0,84.48,0.4,2.29,1.78,0.57,0.08,0.28
3318.5,84.08,0.4,2.29,1.8,0.57,0.08,0.28
3319.0,83.97,0.4,2.29,1.82,0.57,0.08,0.28
3319.5,84.82,0.4,2.29,1.85,0.57,0.08,0.28
3320.0,86.6,0.39,2.28,1.87,0.59,0.1,0.28
3320.5,88.77,0.4,2.27,1.9,0.6,0.1,0.29
3321.0,90.69,0.39,2.27,1.95,0.62,0.11,0.29
3321.5,91.74,0.39,2.26,1.98,0.62,0.12,0.29
3322.0,91.98,0.38,2.27,2.02,0.62,0.1,0.28
3322.5,91.56,0.38,2.27,2.07,0.62,0.11,0.28
3323.0,90.61,0.38,2.27,2.11,0.61,0.11,0.28
3323.5,89.57,0.39,2.26,2.15,0.6,0.12,0.29
3324.0,87.98,0.39,2.27,2.18,0.59,0.11,0.29
3324.5,86.87,0.39,2.28,2.21,0.59,0.08,0.28
3325.0,85.91,0.39,2.29,2.25,0.58,0.07,0.28
3325.5,84.84,0.39,2.28,2.3,0.57,0.1,0.28
3326.0,84.6,0.38,2.27,2.32,0.57,0.11,0.28
3326.5,85.77,0.36,2.26,2.34,0.58,0.14,0.28
3327.0,87.96,0.35,2.25,2.38,0.6,0.16,0.28
3327.5,90.92,0.35,2.25,2.42,0.62,0.16,0.28
3328.0,94.34,0.36,2.24,2.45,0.64,0.16,0.29
3328.5,97.05,0.37,2.22,2.47,0.66,0.18,0.3
3329.0,99.86,0.37,2.18,2.46,0.68,0.22,0.32
3329.5,104.04,0.38,2.13,2.43,0.71,0.29,0.35
3330.0,108.26,0.39,2.06,2.41,0.74,0.34,0.37
3330.5,111.98,0.4,1.99,2.4,0.77,0.4,0.41
3331.0,113.01,0.42,1.93,2.38,0.77,0.47,0.44
3331.5,110.95,0.42,1.91,2.36,0.75,0.48,0.45
3332.0,102.83,0.39,1.96,2.33,0.7,0.46,0.41
3332.5,91.54,0.35,2.06,2.29,0.6,0.35,0.34
3333.0,77.59,0.31,2.15,2.26,0.51,0.27,0.29
3333.5,71.44,0.28,2.2,2.25,0.47,0.25,0.26
3334.0,66.21,0.27,2.23,2.26,0.44,0.24,0.26
3334.5,62.09,0.26,2.23,2.28,0.41,0.25,0.26
3335.0,58.28,0.26,2.24,2.3,0.39,0.24,0.25
3335.5,55.91,0.26,2.23,2.29,0.37,0.25,0.26
3336.0,54.92,0.26,2.22,2.29,0.37,0.26,0.26
3336.5,53.97,0.25,2.21,2.28,0.36,0.28,0.26
3337.0,53.04,0.26,2.2,2.29,0.36,0.28,0.27
3337.5,52.16,0.26,2.2,2.3,0.35,0.28,0.27
3338.0,51.35,0.26,2.2,2.3,0.34,0.28,0.27
3338.5,51.11,0.27,2.21,2.29,0.34,0.26,0.27
3339.0,51.24,0.27,2.21,2.26,0.35,0.26,0.27
3339.5,51.69,0.28,2.19,2.22,0.35,0.28,0.28
3340.0,52.23,0.29,2.18,2.18,0.35,0.28,0.29
3340.5,52.8,0.3,2.18,2.14,0.36,0.27,0.29
3341.0,53.14,0.31,2.18,2.11,0.36,0.26,0.29
3341.5,52.7,0.32,2.18,2.08,0.36,0.26,0.3
3342.0,51.43,0.32,2.18,2.07,0.34,0.26,0.3
3342.5,50.28,0.33,2.17,2.06,0.34,0.26,0.3
3343.0,49.96,0.34,2.18,2.08,0.34,0.24,0.3
3343.5,50.52,0.35,2.18,2.1,0.34,0.23,0.31
3344.0,51.55,0.35,2.19,2.14,0.35,0.22,0.3
3344.5,52.3,0.34,2.19,2.18,0.36,0.23,0.3
3345.0,51.26,0.33,2.18,2.21,0.34,0.27,0.3
3345.5,48.49,0.31,2.17,2.25,0.32,0.28,0.3
3346.0,45.89,0.31,2.17,2.28,0.31,0.28,0.3
3346.5,43.17,0.31,2.17,2.28,0.29,0.28,0.3
3347.0,41.82,0.31,2.18,2.26,0.28,0.26,0.29
3347.5,42.26,0.31,2.18,2.23,0.29,0.26,0.29
3348.0,44.02,0.3,2.19,2.21,0.3,0.27,0.28
3348.5,45.68,0.29,2.19,2.22,0.31,0.27,0.28
3349.0,47.23,0.28,2.21,2.24,0.32,0.26,0.27
3349.5,47.9,0.29,2.22,2.26,0.33,0.24,0.27
3350.0,47.18,0.3,2.22,2.27,0.32,0.23,0.28
3350.5,45.86,0.3,2.22,2.26,0.31,0.23,0.28
3351.0,45.32,0.31,2.2,2.25,0.3,0.25,0.29
3351.5,45.6,0.32,2.17,2.26,0.31,0.27,0.3
3352.0,46.04,0.33,2.16,2.27,0.31,0.27,0.31
3352.5,46.39,0.34,2.16,2.29,0.32,0.26,0.31
3353.0,46.64,0.35,2.17,2.3,0.32,0.24,0.31
3353.5,46.96,0.35,2.18,2.31,0.32,0.23,0.31
3354.0,48.15,0.35,2.19,2.31,0.32,0.22,0.3
3354.5,49.92,0.36,2.19,2.29,0.34,0.22,0.31
3355.0,51.83,0.35,2.19,2.28,0.35,0.22,0.3
3355.5,53.02,0.34,2.19,2.27,0.36,0.23,0.3
3356.0,53.28,0.34,2.19,2.26,0.36,0.23,0.3
3356.5,52.75,0.33,2.2,2.27,0.36,0.22,0.29
3357.0,51.91,0.33,2.21,2.28,0.35,0.22,0.29
3357.5,51.05,0.33,2.2,2.28,0.34,0.23,0.29
3358.0,49.88,0.33,2.2,2.27,0.34,0.23,0.29
3358.5,49.08,0.33,2.2,2.26,0.33,0.23,0.29
3359.0,48.73,0.34,2.2,2.26,0.33,0.22,0.3
3359.5,49.03,0.34,2.2,2.28,0.33,0.22,0.3
3360.0,49.89,0.33,2.2,2.29,0.34,0.23,0.29
3360.5,50.72,0.33,2.2,2.31,0.35,0.23,0.29
3361.0,51.62,0.33,2.21,2.33,0.35,0.22,0.29
3361.5,52.04,0.34,2.21,2.35,0.35,0.21,0.29
3362.0,52.29,0.35,2.21,2.37,0.36,0.2,0.3
3362.5,52.36,0.35,2.21,2.4,0.36,0.2,0.3
3363.0,52.31,0.34,2.2,2.41,0.35,0.22,0.3
3363.5,52.28,0.33,2.2,2.43,0.35,0.24,0.29
3364.0,52.66,0.32,2.19,2.44,0.36,0.25,0.29
3364.5,53.95,0.33,2.2,2.43,0.37,0.23,0.29
3365.0,56.92,0.32,2.22,2.42,0.38,0.2,0.28
3365.5,61.13,0.32,2.25,2.41,0.42,0.17,0.27
3366.0,65.37,0.33,2.27,2.41,0.45,0.15,0.27
3366.5,69.59,0.34,2.29,2.42,0.49,0.12,0.26
3367.0,75.16,0.35,2.29,2.43,0.51,0.11,0.27
3367.5,77.41,0.36,2.27,2.44,0.53,0.13,0.28
3368.0,78.78,0.37,2.26,2.45,0.54,0.14,0.29
3368.5,78.84,0.36,2.25,2.46,0.53,0.15,0.28
3369.0,77.81,0.35,2.25,2.46,0.52,0.16,0.28
3369.5,76.18,0.35,2.27,2.46,0.51,0.14,0.27
3370.0,75.12,0.35,2.28,2.47,0.51,0.12,0.27
3370.5,73.88,0.34,2.3,2.48,0.5,0.11,0.26
3371.0,72.48,0.34,2.31,2.49,0.49,0.1,0.25
3371.5,70.39,0.33,2.31,2.5,0.47,0.1,0.25
3372.0,69.22,0.33,2.3,2.51,0.46,0.12,0.25
3372.5,67.92,0.32,2.28,2.52,0.46,0.16,0.26
3373.0,66.66,0.31,2.26,2.53,0.45,0.19,0.27
3373.5,65.61,0.3,2.25,2.53,0.44,0.2,0.26
3374.0,65.08,0.29,2.24,2.54,0.44,0.22,0.26
3374.5,64.54,0.29,2.24,2.54,0.44,0.22,0.26
3375.0,63.92,0.29,2.24,2.53,0.43,0.22,0.26
3375.5,63.56,0.28,2.25,2.53,0.43,0.21,0.26
3376.0,63.68,0.28,2.26,2.55,0.31,0.2,0.25
3376.5,64.06,0.28,2.26,2.58,0.31,0.2,0.25
3377.0,64.87,0.29,2.26,2.65,0.32,0.2,0.26
3377.5,66.09,0.29,2.26,2.72,0.32,0.2,0.26
3378.0,67.53,0.3,2.26,2.8,0.34,0.19,0.26
3378.5,69.29,0.31,2.26,2.84,0.35,0.18,0.26
3379.0,71.5,0.31,2.25,2.84,0.36,0.19,0.27
3379.5,73.28,0.32,2.25,2.83,0.38,0.18,0.27
3380.0,75.03,0.33,2.24,2.84,0.39,0.18,0.28
3380.5,76.66,0.35,2.23,2.85,0.41,0.18,0.29
3381.0,78.68,0.38,2.22,2.85,0.42,0.17,0.3
3381.5,80.61,0.4,2.21,2.82,0.44,0.16,0.32
3382.0,82.8,0.42,2.09,2.78,0.46,0.29,0.38
3382.5,87.27,0.45,2.0,2.74,0.5,0.36,0.42
3383.0,92.32,0.48,1.91,2.72,0.55,0.44,0.47
3383.5,99.74,0.5,1.84,2.72,0.6,0.49,0.5
3384.0,104.76,0.51,1.79,2.73,0.65,0.54,0.52
3384.5,109.33,0.5,1.74,2.74,0.69,0.6,0.54
3385.0,112.45,0.5,1.73,2.76,0.71,0.61,0.54
3385.5,112.36,0.5,1.72,2.77,0.71,0.62,0.55
3386.0,109.84,0.5,1.74,2.78,0.68,0.58,0.53
3386.5,104.3,0.47,1.76,2.79,0.63,0.59,0.52
3387.0,97.2,0.44,1.79,2.79,0.57,0.61,0.49
3387.5,88.86,0.39,1.86,2.79,0.5,0.52,0.43
3388.0,81.42,0.35,1.98,2.77,0.42,0.44,0.37
3388.5,74.26,0.3,2.09,2.74,0.36,0.35,0.31
3389.0,69.59,0.28,2.15,2.72,0.33,0.31,0.28
3389.5,65.42,0.26,2.21,2.7,0.31,0.25,0.26
3390.0,62.92,0.26,2.24,2.66,0.29,0.24,0.25
3390.5,61.2,0.25,2.26,2.64,0.27,0.23,0.24
3391.0,60.0,0.25,2.27,2.62,0.26,0.22,0.24
3391.5,59.77,0.26,2.28,2.62,0.26,0.2,0.24
3392.0,59.97,0.26,2.29,2.61,0.27,0.19,0.23
3392.5,60.42,0.26,2.29,2.63,0.27,0.19,0.23
3393.0,60.49,0.27,2.32,2.65,0.27,0.12,0.22
3393.5,59.91,0.28,2.33,2.68,0.26,0.13,0.22
3394.0,59.33,0.29,2.32,2.7,0.26,0.13,0.23
3394.5,59.44,0.29,2.31,2.74,0.26,0.14,0.24
3395.0,59.91,0.3,2.3,2.78,0.27,0.16,0.25
3395.5,59.53,0.3,2.28,2.82,0.26,0.18,0.26
3396.0,58.07,0.3,2.29,2.85,0.25,0.16,0.25
3396.5,55.91,0.29,2.31,2.88,0.23,0.14,0.24
3397.0,52.82,0.29,2.32,2.9,0.2,0.13,0.23
3397.5,49.21,0.28,2.32,2.9,0.17,0.14,0.23
3398.0,46.58,0.28,2.31,2.84,0.14,0.15,0.23
3398.5,44.47,0.29,2.28,2.79,0.13,0.18,0.25
3399.0,44.56,0.31,2.25,2.77,0.14,0.2,0.27
3399.5,44.42,0.33,2.22,2.79,0.14,0.21,0.29
3400.0,43.98,0.36,2.2,2.85,0.13,0.21,0.31
3400.5,43.43,0.39,2.18,2.92,0.13,0.2,0.33
3401.0,42.71,0.42,2.16,2.99,0.12,0.2,0.34
3401.5,41.75,0.43,2.15,3.07,0.11,0.21,0.36
3402.0,41.29,0.44,2.15,3.16,0.11,0.2,0.35
3402.5,41.71,0.44,2.15,3.25,0.12,0.2,0.35
3403.0,41.91,0.43,2.15,3.3,0.12,0.21,0.34
3403.5,40.81,0.4,2.15,3.31,0.11,0.24,0.34
3404.0,39.44,0.39,2.17,3.3,0.09,0.2,0.32
3404.5,37.8,0.38,2.18,3.28,0.08,0.21,0.32
3405.0,36.97,0.38,2.17,3.25,0.07,0.22,0.32
3405.5,36.01,0.38,2.17,3.22,0.06,0.22,0.32
3406.0,35.08,0.38,2.17,3.17,0.06,0.22,0.32
3406.5,34.6,0.36,2.18,3.13,0.05,0.23,0.31
3407.0,34.72,0.35,2.18,3.08,0.06,0.23,0.31
3407.5,35.64,0.35,2.18,3.07,0.06,0.23,0.31
3408.0,36.45,0.35,2.19,3.1,0.07,0.22,0.3
3408.5,36.6,0.35,2.2,3.15,0.07,0.21,0.3
3409.0,36.11,0.35,2.21,3.2,0.07,0.2,0.3
3409.5,35.65,0.35,2.21,3.23,0.06,0.2,0.3
3410.0,35.44,0.35,2.21,3.27,0.06,0.2,0.3
3410.5,35.42,0.35,2.21,3.27,0.06,0.2,0.3
3411.0,35.51,0.36,2.2,3.26,0.06,0.2,0.3
3411.5,35.81,0.36,2.19,3.25,0.06,0.22,0.31
3412.0,36.12,0.36,2.19,3.24,0.07,0.22,0.31
3412.5,35.98,0.37,2.18,3.23,0.07,0.22,0.32
3413.0,35.48,0.37,2.19,3.21,0.06,0.21,0.31
3413.5,35.17,0.36,2.2,3.16,0.06,0.2,0.3
3414.0,35.62,0.36,2.2,3.09,0.06,0.2,0.3
3414.5,36.64,0.36,2.2,3.01,0.07,0.2,0.3
3415.0,37.44,0.35,2.21,2.94,0.08,0.2,0.3
3415.5,37.94,0.35,2.22,2.89,0.08,0.19,0.29
3416.0,38.45,0.35,2.24,2.85,0.09,0.17,0.28
3416.5,39.15,0.36,2.25,2.83,0.09,0.15,0.28
3417.0,40.44,0.36,2.25,2.79,0.1,0.15,0.28
3417.5,42.61,0.37,2.26,2.73,0.12,0.13,0.28
3418.0,45.0,0.38,2.26,2.67,0.15,0.12,0.29
3418.5,46.37,0.39,2.25,2.63,0.16,0.13,0.3
3419.0,46.57,0.4,2.24,2.6,0.16,0.13,0.3
3419.5,46.21,0.4,2.25,2.58,0.15,0.12,0.3
3420.0,46.21,0.39,2.26,2.54,0.15,0.12,0.29
3420.5,47.42,0.39,2.27,2.51,0.16,0.11,0.29
3421.0,50.22,0.39,2.28,2.46,0.19,0.1,0.28
3421.5,53.78,0.38,2.28,2.42,0.22,0.1,0.28
3422.0,56.68,0.38,2.27,2.37,0.24,0.11,0.28
3422.5,58.41,0.37,2.26,2.32,0.26,0.13,0.28
3423.0,59.88,0.36,2.27,2.29,0.27,0.14,0.27
3423.5,60.59,0.35,2.27,2.25,0.27,0.13,0.27
3424.0,60.65,0.34,2.26,2.22,0.27,0.16,0.27
3424.5,61.58,0.33,2.25,2.19,0.28,0.17,0.27
3425.0,63.94,0.33,2.24,2.18,0.3,0.2,0.28
3425.5,66.32,0.33,2.24,2.18,0.33,0.18,0.28
3426.0,68.21,0.34,2.26,2.17,0.34,0.16,0.27
3426.5,68.72,0.36,2.25,2.16,0.34,0.15,0.28
3427.0,68.97,0.37,2.25,2.15,0.34,0.14,0.29
3427.5,68.88,0.37,2.25,2.15,0.34,0.14,0.29
3428.0,68.6,0.37,2.25,2.14,0.34,0.14,0.29
3428.5,68.24,0.38,2.26,2.13,0.34,0.12,0.29
3429.0,67.7,0.38,2.26,2.11,0.33,0.12,0.29
3429.5,66.9,0.37,2.25,2.09,0.32,0.15,0.29
3430.0,65.67,0.37,2.24,2.06,0.31,0.15,0.29
3430.5,64.36,0.36,2.26,2.04,0.3,0.15,0.28
3431.0,62.97,0.34,2.27,2.02,0.29,0.14,0.27
3431.5,61.85,0.33,2.28,2.0,0.28,0.13,0.26
3432.0,60.45,0.32,2.27,1.98,0.27,0.16,0.26
3432.5,58.77,0.32,2.27,1.98,0.26,0.16,0.26
3433.0,56.88,0.31,2.25,1.98,0.24,0.19,0.27
3433.5,53.89,0.31,2.22,1.97,0.21,0.23,0.28
3434.0,49.75,0.31,2.19,1.94,0.17,0.26,0.29
3434.5,45.57,0.31,2.16,1.92,0.14,0.3,0.3
3435.0,42.38,0.31,2.15,1.9,0.11,0.3,0.31
3435.5,40.23,0.31,2.15,1.88,0.1,0.3,0.31
3436.0,39.05,0.3,2.14,1.88,0.09,0.32,0.31
3436.5,37.84,0.3,2.13,1.88,0.08,0.33,0.31
3437.0,36.24,0.31,2.12,1.88,0.06,0.33,0.32
